6.66 5.93 7.23 6.03
7.33 6.92 7.64 6.98
7.33 6.92 7.64 6.98
5.90 7.03 8.54 7.13
7.00 7.16 7.87 7.25
6.58 7.09 7.61 6.99
5.31 7.92 7.58 6.15
6.32 7.06 7.51 6.60
6.32 7.06 7.51 6.60
5.19 7.24 6.77 5.10
6.02 7.18 6.99 6.66
6.02 7.18 6.99 6.66
6.52 6.75 8.19 8.41
5.91 7.49 6.75 6.49
5.91 7.49 6.75 6.49
5.11 7.09 5.83 6.20
7.33 6.92 7.64 6.98
7.33 6.92 7.64 6.98
7.33 6.92 7.64 6.98
7.18 7.01 7.73 6.89
7.00 7.16 7.87 7.25
6.58 7.09 7.61 6.99
6.58 7.09 7.61 6.99
6.32 7.06 7.51 6.60
6.32 7.06 7.51 6.60
6.31 7.18 7.30 6.68
6.02 7.18 6.99 6.66
6.02 7.18 6.99 6.66
5.85 7.30 6.87 6.48
5.91 7.49 6.75 6.49
5.91 7.49 6.75 6.49
5.91 7.49 6.75 6.49
8.84 6.42 6.92 5.29
7.33 6.92 7.64 6.98
7.33 6.92 7.64 6.98
7.84 5.28 6.34 7.12
7.00 7.16 7.87 7.25
6.58 7.09 7.61 6.99
8.42 6.63 9.35 6.13
6.32 7.06 7.51 6.60
6.32 7.06 7.51 6.60
5.11 7.83 7.97 6.19
6.02 7.18 6.99 6.66
6.02 7.18 6.99 6.66
5.91 8.13 5.89 5.74
5.91 7.49 6.75 6.49
5.91 7.49 6.75 6.49
6.06 6.63 6.46 4.87
7.16 7.20 7.85 7.20
7.16 7.20 7.85 7.20
7.16 7.20 7.85 7.20
6.98 7.31 7.89 7.02
6.79 7.39 8.06 7.17
6.60 7.32 7.75 7.01
6.60 7.32 7.75 7.01
6.42 7.35 7.55 6.67
6.42 7.35 7.55 6.67
6.33 7.42 7.41 6.66
6.17 7.38 7.13 6.65
6.17 7.38 7.13 6.65
5.92 7.51 6.98 6.34
5.78 7.68 6.90 6.17
5.78 7.68 6.90 6.17
5.78 7.68 6.90 6.17
7.14 7.75 8.22 7.22
7.46 7.45 7.84 7.40
7.46 7.45 7.84 7.40
7.59 9.10 8.60 9.07
7.19 7.36 8.06 7.34
6.97 7.29 7.79 7.30
6.95 7.02 6.82 7.88
6.80 7.27 7.68 7.02
6.80 7.27 7.68 7.02
6.93 5.72 6.57 8.12
6.28 7.50 7.01 6.62
6.28 7.50 7.01 6.62
6.47 7.41 6.58 6.42
5.76 7.93 6.87 5.80
5.76 7.93 6.87 5.80
5.38 8.91 7.57 7.29
7.46 7.45 7.84 7.40
7.46 7.45 7.84 7.40
7.46 7.45 7.84 7.40
7.33 7.43 7.93 7.21
7.19 7.36 8.06 7.34
6.97 7.29 7.79 7.30
6.97 7.29 7.79 7.30
6.80 7.27 7.68 7.02
6.80 7.27 7.68 7.02
6.54 7.46 7.37 6.69
6.28 7.50 7.01 6.62
6.28 7.50 7.01 6.62
6.02 7.67 6.99 6.27
5.76 7.93 6.87 5.80
5.76 7.93 6.87 5.80
5.76 7.93 6.87 5.80
6.80 8.49 7.87 8.34
7.01 8.24 8.45 8.00
7.01 8.24 8.45 8.00
6.52 7.63 9.12 7.36
6.72 8.07 8.17 7.70
6.90 7.65 7.74 7.71
5.83 8.52 8.16 6.50
6.82 7.29 7.18 7.45
6.82 7.29 7.18 7.45
7.58 7.88 7.20 7.32
6.66 7.26 7.04 6.94
6.66 7.26 7.04 6.94
5.67 8.03 7.84 5.92
5.65 8.21 7.21 6.05
5.65 8.21 7.21 6.05
5.08 8.48 6.87 4.55
