3.95 4.42 6.30 5.21
4.73 4.60 5.07 5.27
4.73 4.60 5.07 5.27
3.86 3.96 4.70 5.22
4.78 4.79 4.81 5.60
4.85 4.73 4.71 5.09
4.20 4.67 4.79 4.13
4.95 4.78 4.67 4.82
4.95 4.78 4.67 4.82
4.47 5.24 3.47 3.84
5.14 4.61 4.60 4.15
5.14 4.61 4.60 4.15
4.91 4.21 5.05 4.58
5.01 4.77 4.44 4.27
5.01 4.77 4.44 4.27
4.52 4.35 4.79 4.57
4.73 4.60 5.07 5.27
4.73 4.60 5.07 5.27
4.73 4.60 5.07 5.27
4.79 4.72 4.99 5.38
4.78 4.79 4.81 5.60
4.85 4.73 4.71 5.09
4.85 4.73 4.71 5.09
4.95 4.78 4.67 4.82
4.95 4.78 4.67 4.82
5.06 4.73 4.67 4.63
5.14 4.61 4.60 4.15
5.14 4.61 4.60 4.15
5.01 4.71 4.46 4.20
5.01 4.77 4.44 4.27
5.01 4.77 4.44 4.27
5.01 4.77 4.44 4.27
5.44 4.94 4.60 4.64
4.73 4.60 5.07 5.27
4.73 4.60 5.07 5.27
4.92 4.85 4.82 4.27
4.78 4.79 4.81 5.60
4.85 4.73 4.71 5.09
5.25 5.42 4.53 7.48
4.95 4.78 4.67 4.82
4.95 4.78 4.67 4.82
4.77 4.01 4.37 4.34
5.14 4.61 4.60 4.15
5.14 4.61 4.60 4.15
5.81 4.06 4.53 3.69
5.01 4.77 4.44 4.27
5.01 4.77 4.44 4.27
5.03 3.97 3.52 3.80
4.70 4.63 4.96 4.99
4.70 4.63 4.96 4.99
4.70 4.63 4.96 4.99
4.78 4.69 4.92 5.11
4.83 4.72 4.79 5.26
4.85 4.77 4.80 4.88
4.85 4.77 4.80 4.88
4.91 4.85 4.83 4.75
4.91 4.85 4.83 4.75
5.04 4.81 4.80 4.68
5.09 4.81 4.78 4.33
5.09 4.81 4.78 4.33
4.91 4.87 4.70 4.27
4.92 4.87 4.64 4.35
4.92 4.87 4.64 4.35
4.92 4.87 4.64 4.35
5.04 4.37 5.16 4.95
4.97 4.77 4.78 4.91
4.97 4.77 4.78 4.91
5.19 5.06 4.84 7.35
5.09 4.86 4.81 5.46
5.07 4.82 4.96 5.05
5.24 4.78 5.18 5.13
5.11 4.81 5.06 5.00
5.11 4.81 5.06 5.00
5.78 4.53 5.66 4.02
5.22 4.84 4.96 4.37
5.22 4.84 4.96 4.37
5.08 5.62 4.50 4.45
4.98 5.06 4.55 4.27
4.98 5.06 4.55 4.27
4.71 6.42 4.28 4.53
4.97 4.77 4.78 4.91
4.97 4.77 4.78 4.91
4.97 4.77 4.78 4.91
5.04 4.81 4.81 5.20
5.09 4.86 4.81 5.46
5.07 4.82 4.96 5.05
5.07 4.82 4.96 5.05
5.11 4.81 5.06 5.00
5.11 4.81 5.06 5.00
5.21 4.85 4.93 4.84
5.22 4.84 4.96 4.37
5.22 4.84 4.96 4.37
5.00 4.96 4.79 4.25
4.98 5.06 4.55 4.27
4.98 5.06 4.55 4.27
4.98 5.06 4.55 4.27
4.34 4.82 4.69 4.47
4.86 4.71 4.82 5.14
4.86 4.71 4.82 5.14
4.89 4.60 4.59 3.78
5.10 4.72 4.87 5.25
5.12 4.85 5.15 4.89
5.06 4.43 4.88 4.74
5.16 4.86 5.37 4.54
5.16 4.86 5.37 4.54
4.54 5.70 5.76 4.29
5.18 5.24 5.21 4.54
5.18 5.24 5.21 4.54
5.32 5.09 4.93 5.41
4.77 5.59 4.81 4.54
4.77 5.59 4.81 4.54
3.96 5.21 5.54 3.75
